"date","intersection","vehicule"
"2016-05-11 13:00:00","I3",10
"2016-05-11 13:00:00","S1",7
"2016-05-11 13:00:00","S2",3
"2016-05-11 13:00:00","S3",3
"2016-05-11 13:00:00","N",4
"2016-05-11 14:00:00","I1",48
"2016-05-11 14:00:00","I2",15
"2016-05-11 14:00:00","I3",12
"2016-05-11 14:00:00","S1",7
"2016-05-11 14:00:00","S2",4
"2016-05-11 14:00:00","S3",5
"2016-05-11 14:00:00","N",5
"2016-05-11 15:00:00","I1",52
"2016-05-11 15:00:00","I2",14
"2016-05-11 15:00:00","I3",15
"2016-05-11 15:00:00","S1",4
"2016-05-11 15:00:00","S2",2
"2016-05-11 15:00:00","S3",5
"2016-05-11 15:00:00","N",7
"2016-05-11 16:00:00","I1",49
"2016-05-11 16:00:00","I2",17
"2016-05-11 16:00:00","I3",12
"2016-05-11 16:00:00","S1",7
"2016-05-11 16:00:00","S2",3
"2016-05-11 16:00:00","S3",4
"2016-05-11 16:00:00","N",4
"2016-05-11 17:00:00","I1",45
"2016-05-11 17:00:00","I2",19
"2016-05-11 17:00:00","I3",12
"2016-05-11 17:00:00","S1",10
"2016-05-11 17:00:00","S2",2
"2016-05-11 17:00:00","S3",4
"2016-05-11 17:00:00","N",3
"2016-05-11 18:00:00","I1",51
"2016-05-11 18:00:00","I2",18
"2016-05-11 18:00:00","I3",12
"2016-05-11 18:00:00","S1",7
"2016-05-11 18:00:00","S2",3
"2016-05-11 18:00:00","S3",4
"2016-05-11 18:00:00","N",4
"2016-05-11 19:00:00","I1",50
"2016-05-11 19:00:00","I2",20
"2016-05-11 19:00:00","I3",10
"2016-05-11 19:00:00","S1",9
"2016-05-11 19:00:00","S2",4
"2016-05-11 19:00:00","S3",4
"2016-05-11 19:00:00","N",4
"2016-05-11 20:00:00","I1",47
"2016-05-11 20:00:00","I2",15
"2016-05-11 20:00:00","I3",10
"2016-05-11 20:00:00","S1",6
"2016-05-11 20:00:00","S2",4
"2016-05-11 20:00:00","S3",3
"2016-05-11 20:00:00","N",3
"2016-05-11 21:00:00","I1",43
"2016-05-11 21:00:00","I2",15
"2016-05-11 21:00:00","I3",11
"2016-05-11 21:00:00","S1",4
"2016-05-11 21:00:00","S2",2
"2016-05-11 21:00:00","S3",5
"2016-05-11 21:00:00","N",4
"2016-05-11 22:00:00","I1",43
"2016-05-11 22:00:00","I2",16
"2016-05-11 22:00:00","I3",9
"2016-05-11 22:00:00","S1",3
"2016-05-11 22:00:00","S2",2
"2016-05-11 22:00:00","S3",4
"2016-05-11 22:00:00","N",3
"2016-05-11 23:00:00","I1",41
"2016-05-11 23:00:00","I2",17
"2016-05-11 23:00:00","I3",10
"2016-05-11 23:00:00","S1",7
"2016-05-11 23:00:00","S2",2
"2016-05-11 23:00:00","S3",4
"2016-05-11 23:00:00","N",4
"2016-05-12 00:00:00","I1",37
"2016-05-12 00:00:00","I2",15
"2016-05-12 00:00:00","I3",9
"2016-05-12 00:00:00","S1",7
"2016-05-12 00:00:00","S2",5
"2016-05-12 00:00:00","S3",3
"2016-05-12 00:00:00","N",3
"2016-05-12 01:00:00","I1",32
"2016-05-12 01:00:00","I2",17
"2016-05-12 01:00:00","I3",7
"2016-05-12 01:00:00","S1",6
"2016-05-12 01:00:00","S2",2
"2016-05-12 01:00:00","S3",3
"2016-05-12 01:00:00","N",2
"2016-05-12 02:00:00","I1",32
"2016-05-12 02:00:00","I2",10
"2016-05-12 02:00:00","I3",6
"2016-05-12 02:00:00","S1",5
"2016-05-12 02:00:00","S2",2
"2016-05-12 02:00:00","S3",2
"2016-05-12 02:00:00","N",3
"2016-05-12 03:00:00","I1",26
"2016-05-12 03:00:00","I2",12
"2016-05-12 03:00:00","I3",5
"2016-05-12 03:00:00","S1",3
"2016-05-12 03:00:00","S2",2
"2016-05-12 03:00:00","S3",2
"2016-05-12 03:00:00","N",2
"2016-05-12 04:00:00","I1",20
"2016-05-12 04:00:00","I2",10
"2016-05-12 04:00:00","I3",3
"2016-05-12 04:00:00","S1",3
"2016-05-12 04:00:00","S2",1
"2016-05-12 04:00:00","S3",1
"2016-05-12 04:00:00","N",1
"2016-05-12 05:00:00","I1",20
"2016-05-12 05:00:00","I2",9
"2016-05-12 05:00:00","I3",6
"2016-05-12 05:00:00","S1",2
"2016-05-12 05:00:00","S2",3
"2016-05-12 05:00:00","S3",2
"2016-05-12 05:00:00","N",2
"2016-05-12 06:00:00","I1",23
"2016-05-12 06:00:00","I2",8
"2016-05-12 06:00:00","I3",5
"2016-05-12 06:00:00","S1",4
"2016-05-12 06:00:00","S2",3
"2016-05-12 06:00:00","S3",2
"2016-05-12 06:00:00","N",2
"2016-05-12 07:00:00","I1",23
"2016-05-12 07:00:00","I2",11
"2016-05-12 07:00:00","I3",8
"2016-05-12 07:00:00","S1",2
"2016-05-12 07:00:00","S2",2
"2016-05-12 07:00:00","S3",3
"2016-05-12 07:00:00","N",3
"2016-05-12 08:00:00","I1",30
"2016-05-12 08:00:00","I2",10
"2016-05-12 08:00:00","I3",6
"2016-05-12 08:00:00","S1",3
"2016-05-12 08:00:00","S2",1
"2016-05-12 08:00:00","S3",2
"2016-05-12 08:00:00","N",2
"2016-05-12 09:00:00","I1",39
"2016-05-12 09:00:00","I2",11
"2016-05-12 09:00:00","I3",8
"2016-05-12 09:00:00","S1",6
"2016-05-12 09:00:00","S2",3
"2016-05-12 09:00:00","S3",3
"2016-05-12 09:00:00","N",2
"2016-05-12 10:00:00","I1",54
"2016-05-12 10:00:00","I2",15
"2016-05-12 10:00:00","I3",13
"2016-05-12 10:00:00","S1",12
"2016-05-12 10:00:00","S2",3
"2016-05-12 10:00:00","S3",4
"2016-05-12 10:00:00","N",6
"2016-05-12 11:00:00","I1",58
"2016-05-12 11:00:00","I2",17
"2016-05-12 11:00:00","I3",18
"2016-05-12 11:00:00","S1",9
"2016-05-12 11:00:00","S2",4
"2016-05-12 11:00:00","S3",6
"2016-05-12 11:00:00","N",8
"2016-05-12 12:00:00","I1",55
"2016-05-12 12:00:00","I2",14
"2016-05-12 12:00:00","I3",15
"2016-05-12 12:00:00","S1",8
"2016-05-12 12:00:00","S2",2
"2016-05-12 12:00:00","S3",5
"2016-05-12 12:00:00","N",7
"2016-05-12 13:00:00","I1",48
"2016-05-12 13:00:00","I2",16
"2016-05-12 13:00:00","I3",14
"2016-05-12 13:00:00","S1",7
"2016-05-12 13:00:00","S2",3
"2016-05-12 13:00:00","S3",6
"2016-05-12 13:00:00","N",4
"2016-05-12 14:00:00","I1",50
"2016-05-12 14:00:00","I2",17
"2016-05-12 14:00:00","I3",16
"2016-05-12 14:00:00","S1",8
"2016-05-12 14:00:00","S2",4
"2016-05-12 14:00:00","S3",6
"2016-05-12 14:00:00","N",7
"2016-05-12 15:00:00","I1",49
"2016-05-12 15:00:00","I2",19
"2016-05-12 15:00:00","I3",12
"2016-05-12 15:00:00","S1",5
"2016-05-12 15:00:00","S2",2
"2016-05-12 15:00:00","S3",5
"2016-05-12 15:00:00","N",4
"2016-05-12 16:00:00","I1",50
"2016-05-12 16:00:00","I2",13
"2016-05-12 16:00:00","I3",15
"2016-05-12 16:00:00","S1",8
"2016-05-12 16:00:00","S2",4
"2016-05-12 16:00:00","S3",6
"2016-05-12 16:00:00","N",4
"2016-05-12 17:00:00","I1",49
"2016-05-12 17:00:00","I2",15
"2016-05-12 17:00:00","I3",18
"2016-05-12 17:00:00","S1",7
"2016-05-12 17:00:00","S2",3
"2016-05-12 17:00:00","S3",7
"2016-05-12 17:00:00","N",8
"2016-05-12 18:00:00","I1",50
"2016-05-12 18:00:00","I2",20
"2016-05-12 18:00:00","I3",13
"2016-05-12 18:00:00","S1",7
"2016-05-12 18:00:00","S2",3
"2016-05-12 18:00:00","S3",6
"2016-05-12 18:00:00","N",5
"2016-05-12 19:00:00","I1",45
"2016-05-12 19:00:00","I2",19
"2016-05-12 19:00:00","I3",8
"2016-05-12 19:00:00","S1",6
"2016-05-12 19:00:00","S2",4
"2016-05-12 19:00:00","S3",3
"2016-05-12 19:00:00","N",3
"2016-05-12 20:00:00","I1",43
"2016-05-12 20:00:00","I2",17
"2016-05-12 20:00:00","I3",12
"2016-05-12 20:00:00","S1",4
"2016-05-12 20:00:00","S2",4
"2016-05-12 20:00:00","S3",4
"2016-05-12 20:00:00","N",4
"2016-05-12 21:00:00","I1",42
"2016-05-12 21:00:00","I2",16
"2016-05-12 21:00:00","I3",9
"2016-05-12 21:00:00","S1",7
"2016-05-12 21:00:00","S2",5
"2016-05-12 21:00:00","S3",3
"2016-05-12 21:00:00","N",2
"2016-05-12 22:00:00","I1",44
"2016-05-12 22:00:00","I2",17
"2016-05-12 22:00:00","I3",11
"2016-05-12 22:00:00","S1",4
"2016-05-12 22:00:00","S2",2
"2016-05-12 22:00:00","S3",3
"2016-05-12 22:00:00","N",4
"2016-05-12 23:00:00","I1",40
"2016-05-12 23:00:00","I2",17
"2016-05-12 23:00:00","I3",11
"2016-05-12 23:00:00","S1",6
"2016-05-12 23:00:00","S2",4
"2016-05-12 23:00:00","S3",5
"2016-05-12 23:00:00","N",3
"2016-05-13 00:00:00","I1",40
"2016-05-13 00:00:00","I2",18
"2016-05-13 00:00:00","I3",12
"2016-05-13 00:00:00","S1",8
"2016-05-13 00:00:00","S2",4
"2016-05-13 00:00:00","S3",5
"2016-05-13 00:00:00","N",4
"2016-05-13 01:00:00","I1",31
"2016-05-13 01:00:00","I2",12
"2016-05-13 01:00:00","I3",5
"2016-05-13 01:00:00","S1",4
"2016-05-13 01:00:00","S2",3
"2016-05-13 01:00:00","S3",2
"2016-05-13 01:00:00","N",2
"2016-05-13 02:00:00","I1",25
"2016-05-13 02:00:00","I2",12
"2016-05-13 02:00:00","I3",5
"2016-05-13 02:00:00","S1",4
"2016-05-13 02:00:00","S2",2
"2016-05-13 02:00:00","S3",3
"2016-05-13 02:00:00","N",1
"2016-05-13 03:00:00","I1",26
"2016-05-13 03:00:00","I2",7
"2016-05-13 03:00:00","I3",5
"2016-05-13 03:00:00","S1",5
"2016-05-13 03:00:00","S2",1
"2016-05-13 03:00:00","S3",2
"2016-05-13 03:00:00","N",2
"2016-05-13 04:00:00","I1",20
"2016-05-13 04:00:00","I2",7
"2016-05-13 04:00:00","I3",6
"2016-05-13 04:00:00","S1",3
"2016-05-13 04:00:00","S2",2
"2016-05-13 04:00:00","S3",3
"2016-05-13 04:00:00","N",2
"2016-05-13 05:00:00","I1",19
"2016-05-13 05:00:00","I2",7
"2016-05-13 05:00:00","I3",6
"2016-05-13 05:00:00","S1",3
"2016-05-13 05:00:00","S2",1
"2016-05-13 05:00:00","S3",2
"2016-05-13 05:00:00","N",2
"2016-05-13 06:00:00","I1",21
"2016-05-13 06:00:00","I2",10
"2016-05-13 06:00:00","I3",8
"2016-05-13 06:00:00","S1",2
"2016-05-13 06:00:00","S2",2
"2016-05-13 06:00:00","S3",3
"2016-05-13 06:00:00","N",2
"2016-05-13 07:00:00","I1",27
"2016-05-13 07:00:00","I2",11
"2016-05-13 07:00:00","I3",9
"2016-05-13 07:00:00","S1",4
"2016-05-13 07:00:00","S2",2
"2016-05-13 07:00:00","S3",2
"2016-05-13 07:00:00","N",3
"2016-05-13 08:00:00","I1",27
"2016-05-13 08:00:00","I2",12
"2016-05-13 08:00:00","I3",9
"2016-05-13 08:00:00","S1",4
"2016-05-13 08:00:00","S2",2
"2016-05-13 08:00:00","S3",4
"2016-05-13 08:00:00","N",3
"2016-05-13 09:00:00","I1",32
"2016-05-13 09:00:00","I2",11
"2016-05-13 09:00:00","I3",13
"2016-05-13 09:00:00","S1",4
"2016-05-13 09:00:00","S2",3
"2016-05-13 09:00:00","S3",5
"2016-05-13 09:00:00","N",5
"2016-05-13 10:00:00","I1",40
"2016-05-13 10:00:00","I2",9
"2016-05-13 10:00:00","I3",18
"2016-05-13 10:00:00","S1",8
"2016-05-13 10:00:00","S2",2
"2016-05-13 10:00:00","S3",11
"2016-05-13 10:00:00","N",9
"2016-05-13 11:00:00","I1",46
"2016-05-13 11:00:00","I2",14
"2016-05-13 11:00:00","I3",21
"2016-05-13 11:00:00","S1",6
"2016-05-13 11:00:00","S2",3
"2016-05-13 11:00:00","S3",15
"2016-05-13 11:00:00","N",8
"2016-05-13 12:00:00","I1",46
"2016-05-13 12:00:00","I2",20
"2016-05-13 12:00:00","I3",16
"2016-05-13 12:00:00","S1",8
"2016-05-13 12:00:00","S2",6
"2016-05-13 12:00:00","S3",4
"2016-05-13 12:00:00","N",6
"2016-05-13 13:00:00","I1",40
"2016-05-13 13:00:00","I2",17
"2016-05-13 13:00:00","I3",17
"2016-05-13 13:00:00","S1",6
"2016-05-13 13:00:00","S2",3
"2016-05-13 13:00:00","S3",5
"2016-05-13 13:00:00","N",8
"2016-05-13 14:00:00","I1",47
"2016-05-13 14:00:00","I2",18
"2016-05-13 14:00:00","I3",15
"2016-05-13 14:00:00","S1",9
"2016-05-13 14:00:00","S2",2
"2016-05-13 14:00:00","S3",6
"2016-05-13 14:00:00","N",4
"2016-05-13 15:00:00","I1",45
"2016-05-13 15:00:00","I2",15
"2016-05-13 15:00:00","I3",18
"2016-05-13 15:00:00","S1",5
"2016-05-13 15:00:00","S2",3
"2016-05-13 15:00:00","S3",10
"2016-05-13 15:00:00","N",6
"2016-05-13 16:00:00","I1",40
"2016-05-13 16:00:00","I2",16
"2016-05-13 16:00:00","I3",17
"2016-05-13 16:00:00","S1",7
"2016-05-13 16:00:00","S2",2
"2016-05-13 16:00:00","S3",7
"2016-05-13 16:00:00","N",6
"2016-05-13 17:00:00","I1",40
"2016-05-13 17:00:00","I2",12
"2016-05-13 17:00:00","I3",13
"2016-05-13 17:00:00","S1",8
"2016-05-13 17:00:00","S2",2
"2016-05-13 17:00:00","S3",5
"2016-05-13 17:00:00","N",3
"2016-05-13 18:00:00","I1",43
"2016-05-13 18:00:00","I2",17
"2016-05-13 18:00:00","I3",15
"2016-05-13 18:00:00","S1",8
"2016-05-13 18:00:00","S2",5
"2016-05-13 18:00:00","S3",6
"2016-05-13 18:00:00","N",7
"2016-05-13 19:00:00","I1",53
"2016-05-13 19:00:00","I2",21
"2016-05-13 19:00:00","I3",16
"2016-05-13 19:00:00","S1",7
"2016-05-13 19:00:00","S2",8
"2016-05-13 19:00:00","S3",8
"2016-05-13 19:00:00","N",6
"2016-05-13 20:00:00","I1",44
"2016-05-13 20:00:00","I2",22
"2016-05-13 20:00:00","I3",17
"2016-05-13 20:00:00","S1",6
"2016-05-13 20:00:00","S2",5
"2016-05-13 20:00:00","S3",7
"2016-05-13 20:00:00","N",5
"2016-05-13 21:00:00","I1",46
"2016-05-13 21:00:00","I2",19
"2016-05-13 21:00:00","I3",11
"2016-05-13 21:00:00","S1",8
"2016-05-13 21:00:00","S2",2
"2016-05-13 21:00:00","S3",4
"2016-05-13 21:00:00","N",4
"2016-05-13 22:00:00","I1",38
"2016-05-13 22:00:00","I2",20
"2016-05-13 22:00:00","I3",18
"2016-05-13 22:00:00","S1",7
"2016-05-13 22:00:00","S2",2
"2016-05-13 22:00:00","S3",8
"2016-05-13 22:00:00","N",9
"2016-05-13 23:00:00","I1",40
"2016-05-13 23:00:00","I2",17
"2016-05-13 23:00:00","I3",16
"2016-05-13 23:00:00","S1",7
"2016-05-13 23:00:00","S2",7
"2016-05-13 23:00:00","S3",6
"2016-05-13 23:00:00","N",5
"2016-05-14 00:00:00","I1",34
"2016-05-14 00:00:00","I2",14
"2016-05-14 00:00:00","I3",16
"2016-05-14 00:00:00","S1",6
"2016-05-14 00:00:00","S2",2
"2016-05-14 00:00:00","S3",7
"2016-05-14 00:00:00","N",7
"2016-05-14 01:00:00","I1",32
"2016-05-14 01:00:00","I2",11
"2016-05-14 01:00:00","I3",7
"2016-05-14 01:00:00","S1",8
"2016-05-14 01:00:00","S2",2
"2016-05-14 01:00:00","S3",3
"2016-05-14 01:00:00","N",2
"2016-05-14 02:00:00","I1",24
"2016-05-14 02:00:00","I2",13
"2016-05-14 02:00:00","I3",11
"2016-05-14 02:00:00","S1",5
"2016-05-14 02:00:00","S2",3
"2016-05-14 02:00:00","S3",5
"2016-05-14 02:00:00","N",5
"2016-05-14 03:00:00","I1",20
"2016-05-14 03:00:00","I2",11
"2016-05-14 03:00:00","I3",4
"2016-05-14 03:00:00","S1",4
"2016-05-14 03:00:00","S2",2
"2016-05-14 03:00:00","S3",2
"2016-05-14 03:00:00","N",1
"2016-05-14 04:00:00","I1",14
"2016-05-14 04:00:00","I2",9
"2016-05-14 04:00:00","I3",7
"2016-05-14 04:00:00","S1",3
"2016-05-14 04:00:00","S2",3
"2016-05-14 04:00:00","S3",3
"2016-05-14 04:00:00","N",2
"2016-05-14 05:00:00","I1",17
"2016-05-14 05:00:00","I2",5
"2016-05-14 05:00:00","I3",7
"2016-05-14 05:00:00","S1",3
"2016-05-14 05:00:00","S2",2
"2016-05-14 05:00:00","S3",4
"2016-05-14 05:00:00","N",3
"2016-05-14 06:00:00","I1",13
"2016-05-14 06:00:00","I2",5
"2016-05-14 06:00:00","I3",5
"2016-05-14 06:00:00","S1",2
"2016-05-14 06:00:00","S2",2
"2016-05-14 06:00:00","S3",2
"2016-05-14 06:00:00","N",2
"2016-05-14 07:00:00","I1",18
"2016-05-14 07:00:00","I2",8
"2016-05-14 07:00:00","I3",4
"2016-05-14 07:00:00","S1",4
"2016-05-14 07:00:00","S2",2
"2016-05-14 07:00:00","S3",2
"2016-05-14 07:00:00","N",1
"2016-05-14 08:00:00","I1",24
"2016-05-14 08:00:00","I2",6
"2016-05-14 08:00:00","I3",10
"2016-05-14 08:00:00","S1",3
"2016-05-14 08:00:00","S2",1
"2016-05-14 08:00:00","S3",6
"2016-05-14 08:00:00","N",3
"2016-05-14 09:00:00","I1",26
"2016-05-14 09:00:00","I2",11
"2016-05-14 09:00:00","I3",11
"2016-05-14 09:00:00","S1",2
"2016-05-14 09:00:00","S2",3
"2016-05-14 09:00:00","S3",6
"2016-05-14 09:00:00","N",4
"2016-05-14 10:00:00","I1",27
"2016-05-14 10:00:00","I2",8
"2016-05-14 10:00:00","I3",17
"2016-05-14 10:00:00","S1",4
"2016-05-14 10:00:00","S2",3
"2016-05-14 10:00:00","S3",12
"2016-05-14 10:00:00","N",6
"2016-05-14 11:00:00","I1",33
"2016-05-14 11:00:00","I2",9
"2016-05-14 11:00:00","I3",23
"2016-05-14 11:00:00","S1",6
"2016-05-14 11:00:00","S2",3
"2016-05-14 11:00:00","S3",17
"2016-05-14 11:00:00","N",8
"2016-05-14 12:00:00","I1",31
"2016-05-14 12:00:00","I2",13
"2016-05-14 12:00:00","I3",23
"2016-05-14 12:00:00","S1",6
"2016-05-14 12:00:00","S2",2
"2016-05-14 12:00:00","S3",15
"2016-05-14 12:00:00","N",7
"2016-05-14 13:00:00","I1",24
"2016-05-14 13:00:00","I2",10
"2016-05-14 13:00:00","I3",13
"2016-05-14 13:00:00","S1",3
"2016-05-14 13:00:00","S2",4
"2016-05-14 13:00:00","S3",8
"2016-05-14 13:00:00","N",5
"2016-05-14 14:00:00","I1",28
"2016-05-14 14:00:00","I2",11
"2016-05-14 14:00:00","I3",13
"2016-05-14 14:00:00","S1",3
"2016-05-14 14:00:00","S2",2
"2016-05-14 14:00:00","S3",7
"2016-05-14 14:00:00","N",5
"2016-05-14 15:00:00","I1",28
"2016-05-14 15:00:00","I2",11
"2016-05-14 15:00:00","I3",13
"2016-05-14 15:00:00","S1",5
"2016-05-14 15:00:00","S2",2
"2016-05-14 15:00:00","S3",7
"2016-05-14 15:00:00","N",6
"2016-05-14 16:00:00","I1",27
"2016-05-14 16:00:00","I2",10
"2016-05-14 16:00:00","I3",16
"2016-05-14 16:00:00","S1",3
"2016-05-14 16:00:00","S2",3
"2016-05-14 16:00:00","S3",7
"2016-05-14 16:00:00","N",7
"2016-05-14 17:00:00","I1",29
"2016-05-14 17:00:00","I2",9
"2016-05-14 17:00:00","I3",12
"2016-05-14 17:00:00","S1",3
"2016-05-14 17:00:00","S2",2
"2016-05-14 17:00:00","S3",7
"2016-05-14 17:00:00","N",4
"2016-05-14 18:00:00","I1",27
"2016-05-14 18:00:00","I2",8
"2016-05-14 18:00:00","I3",12
"2016-05-14 18:00:00","S1",4
"2016-05-14 18:00:00","S2",2
"2016-05-14 18:00:00","S3",7
"2016-05-14 18:00:00","N",4
"2016-05-14 19:00:00","I1",27
"2016-05-14 19:00:00","I2",12
"2016-05-14 19:00:00","I3",15
"2016-05-14 19:00:00","S1",4
"2016-05-14 19:00:00","S2",2
"2016-05-14 19:00:00","S3",7
"2016-05-14 19:00:00","N",6
"2016-05-14 20:00:00","I1",31
"2016-05-14 20:00:00","I2",8
"2016-05-14 20:00:00","I3",31
"2016-05-14 20:00:00","S1",5
"2016-05-14 20:00:00","S2",2
"2016-05-14 20:00:00","S3",26
"2016-05-14 20:00:00","N",14
"2016-05-14 21:00:00","I1",32
"2016-05-14 21:00:00","I2",11
"2016-05-14 21:00:00","I3",19
"2016-05-14 21:00:00","S1",5
"2016-05-14 21:00:00","S2",1
"2016-05-14 21:00:00","S3",11
"2016-05-14 21:00:00","N",9
"2016-05-14 22:00:00","I1",33
"2016-05-14 22:00:00","I2",9
"2016-05-14 22:00:00","I3",21
"2016-05-14 22:00:00","S1",5
"2016-05-14 22:00:00","S2",2
"2016-05-14 22:00:00","S3",15
"2016-05-14 22:00:00","N",8
"2016-05-14 23:00:00","I1",30
"2016-05-14 23:00:00","I2",7
"2016-05-14 23:00:00","I3",21
"2016-05-14 23:00:00","S1",5
"2016-05-14 23:00:00","S2",2
"2016-05-14 23:00:00","S3",16
"2016-05-14 23:00:00","N",6
"2016-05-15 00:00:00","I1",27
"2016-05-15 00:00:00","I2",12
"2016-05-15 00:00:00","I3",17
"2016-05-15 00:00:00","S1",4
"2016-05-15 00:00:00","S2",3
"2016-05-15 00:00:00","S3",11
"2016-05-15 00:00:00","N",5
"2016-05-15 01:00:00","I1",22
"2016-05-15 01:00:00","I2",9
"2016-05-15 01:00:00","I3",6
"2016-05-15 01:00:00","S1",3
"2016-05-15 01:00:00","S2",2
"2016-05-15 01:00:00","S3",3
"2016-05-15 01:00:00","N",2
"2016-05-15 02:00:00","I1",18
"2016-05-15 02:00:00","I2",7
"2016-05-15 02:00:00","I3",5
"2016-05-15 02:00:00","S1",2
"2016-05-15 02:00:00","S2",2
"2016-05-15 02:00:00","S3",2
"2016-05-15 02:00:00","N",1
"2016-05-15 03:00:00","I1",15
"2016-05-15 03:00:00","I2",6
"2016-05-15 03:00:00","I3",10
"2016-05-15 03:00:00","S1",2
"2016-05-15 03:00:00","S2",2
"2016-05-15 03:00:00","S3",7
"2016-05-15 03:00:00","N",4
"2016-05-15 04:00:00","I1",14
"2016-05-15 04:00:00","I2",7
"2016-05-15 04:00:00","I3",4
"2016-05-15 04:00:00","S1",3
"2016-05-15 04:00:00","S2",3
"2016-05-15 04:00:00","S3",2
"2016-05-15 04:00:00","N",1
"2016-05-15 05:00:00","I1",16
"2016-05-15 05:00:00","I2",7
"2016-05-15 05:00:00","I3",8
"2016-05-15 05:00:00","S1",2
"2016-05-15 05:00:00","S2",2
"2016-05-15 05:00:00","S3",4
"2016-05-15 05:00:00","N",3
"2016-05-15 06:00:00","I1",14
"2016-05-15 06:00:00","I2",4
"2016-05-15 06:00:00","I3",6
"2016-05-15 06:00:00","S1",3
"2016-05-15 06:00:00","S2",2
"2016-05-15 06:00:00","S3",4
"2016-05-15 06:00:00","N",2
"2016-05-15 07:00:00","I1",17
"2016-05-15 07:00:00","I2",7
"2016-05-15 07:00:00","I3",8
"2016-05-15 07:00:00","S1",1
"2016-05-15 07:00:00","S2",3
"2016-05-15 07:00:00","S3",3
"2016-05-15 07:00:00","N",3
"2016-05-15 08:00:00","I1",16
"2016-05-15 08:00:00","I2",9
"2016-05-15 08:00:00","I3",6
"2016-05-15 08:00:00","S1",3
"2016-05-15 08:00:00","S2",3
"2016-05-15 08:00:00","S3",2
"2016-05-15 08:00:00","N",2
"2016-05-15 09:00:00","I1",22
"2016-05-15 09:00:00","I2",11
"2016-05-15 09:00:00","I3",12
"2016-05-15 09:00:00","S1",1
"2016-05-15 09:00:00","S2",1
"2016-05-15 09:00:00","S3",6
"2016-05-15 09:00:00","N",6
"2016-05-15 10:00:00","I1",28
"2016-05-15 10:00:00","I2",6
"2016-05-15 10:00:00","I3",13
"2016-05-15 10:00:00","S1",4
"2016-05-15 10:00:00","S2",2
"2016-05-15 10:00:00","S3",10
"2016-05-15 10:00:00","N",6
"2016-05-15 11:00:00","I1",28
"2016-05-15 11:00:00","I2",6
"2016-05-15 11:00:00","I3",13
"2016-05-15 11:00:00","S1",4
"2016-05-15 11:00:00","S2",2
"2016-05-15 11:00:00","S3",10
"2016-05-15 11:00:00","N",5
"2016-05-15 12:00:00","I1",28
"2016-05-15 12:00:00","I2",8
"2016-05-15 12:00:00","I3",16
"2016-05-15 12:00:00","S1",4
"2016-05-15 12:00:00","S2",3
"2016-05-15 12:00:00","S3",10
"2016-05-15 12:00:00","N",6
"2016-05-15 13:00:00","I1",29
"2016-05-15 13:00:00","I2",10
"2016-05-15 13:00:00","I3",13
"2016-05-15 13:00:00","S1",6
"2016-05-15 13:00:00","S2",1
"2016-05-15 13:00:00","S3",7
"2016-05-15 13:00:00","N",7
"2016-05-15 14:00:00","I1",31
"2016-05-15 14:00:00","I2",10
"2016-05-15 14:00:00","I3",13
"2016-05-15 14:00:00","S1",6
"2016-05-15 14:00:00","S2",4
"2016-05-15 14:00:00","S3",7
"2016-05-15 14:00:00","N",4
"2016-05-15 15:00:00","I1",29
"2016-05-15 15:00:00","I2",9
"2016-05-15 15:00:00","I3",16
"2016-05-15 15:00:00","S1",5
"2016-05-15 15:00:00","S2",2
"2016-05-15 15:00:00","S3",11
"2016-05-15 15:00:00","N",6
"2016-05-15 16:00:00","I1",26
"2016-05-15 16:00:00","I2",10
"2016-05-15 16:00:00","I3",14
"2016-05-15 16:00:00","S1",3
"2016-05-15 16:00:00","S2",1
"2016-05-15 16:00:00","S3",7
"2016-05-15 16:00:00","N",4
"2016-05-15 17:00:00","I1",28
"2016-05-15 17:00:00","I2",9
"2016-05-15 17:00:00","I3",15
"2016-05-15 17:00:00","S1",3
"2016-05-15 17:00:00","S2",3
"2016-05-15 17:00:00","S3",10
"2016-05-15 17:00:00","N",4
"2016-05-15 18:00:00","I1",32
"2016-05-15 18:00:00","I2",8
"2016-05-15 18:00:00","I3",10
"2016-05-15 18:00:00","S1",6
"2016-05-15 18:00:00","S2",2
"2016-05-15 18:00:00","S3",5
"2016-05-15 18:00:00","N",3
"2016-05-15 19:00:00","I1",34
"2016-05-15 19:00:00","I2",10
"2016-05-15 19:00:00","I3",18
"2016-05-15 19:00:00","S1",5
"2016-05-15 19:00:00","S2",3
"2016-05-15 19:00:00","S3",11
"2016-05-15 19:00:00","N",7
"2016-05-15 20:00:00","I1",36
"2016-05-15 20:00:00","I2",10
"2016-05-15 20:00:00","I3",15
"2016-05-15 20:00:00","S1",5
"2016-05-15 20:00:00","S2",2
"2016-05-15 20:00:00","S3",9
"2016-05-15 20:00:00","N",6
"2016-05-15 21:00:00","I1",34
"2016-05-15 21:00:00","I2",10
"2016-05-15 21:00:00","I3",13
"2016-05-15 21:00:00","S1",7
"2016-05-15 21:00:00","S2",2
"2016-05-15 21:00:00","S3",7
"2016-05-15 21:00:00","N",5
"2016-05-15 22:00:00","I1",32
"2016-05-15 22:00:00","I2",9
"2016-05-15 22:00:00","I3",15
"2016-05-15 22:00:00","S1",4
"2016-05-15 22:00:00","S2",1
"2016-05-15 22:00:00","S3",9
"2016-05-15 22:00:00","N",6
"2016-05-15 23:00:00","I1",36
